Page, BounceRate
lakeshorelearning.com,0.2727272727272727
mrpokerchips.com,1.0
ocs.landsend.com,0.0
bestessays.com,0.0
makemymemory.com,0.5
inktechnologies.com,0.0
gangsternation.com,0.0
tabletopics.com,0.0
maggiemoos.com,0.0
belkin.com,0.3333333333333333
vintagereligion-shop.com,0.0
getfreelisting.com,0.0
buyonlinenow.com,1.0
instadigi.com,0.0
thenorthface.com,0.3448275862068966
homeeseentialsbylarissa.com,0.0
milfbrand.com,0.0
digyourhome.com,0.0
importers.com,0.0
touristiquementgay.com,0.0
ectaco.co.uk,0.0
creative.com,0.0
focalprice.com,0.25
fighterwarehouse.com,1.0
promotion.gamebacker.com,0.0
otterbox.com,0.2
supercodes.info,1.0
timeframes.com,0.0
isaybye.com,0.0
everyonedoesit.com,0.0
astalavista.com,0.5
finerworks.com,1.0
azandme.com,0.0
poolproducts4less.com,0.0
healthshoppr.com,0.0
shoezoo.com,0.2
auditionsshoes.com,0.2
bigidea.com,0.5
mapmyride.com,0.0
1stwishes.com,0.3333333333333333
popcornopolis.com,0.6666666666666666
bobbleroos.com,0.0
kensington.com,0.0
kraftandjute.com,0.0
timbuk2.com,0.125
bcliquorguys.com,0.0
hamrobazar.com,0.0
innatpelicanbay.com,1.0
labelcity.com,0.0
meetmark.com,0.0
heritagegiftstore.com,0.0
mp4nation.net,0.0
super8.com,0.08333333333333333
peiwei.com,0.5
feelgoodessentials.co.uk,0.0
garfieldcollectibles.com,0.0
machighway.com,0.5
lavenderfieldsonline.com,0.0
rapha.cc,0.0
premiuminrupees.com,0.0
pens.com,0.0
lush.com,0.5
gopro.com,0.0
advantagebridal.com,0.0
thoseshirts.com,0.0
seavenger.com,0.0
jafrum.com,0.0
tickets.com,0.0
islandsrestaurants.com,0.3333333333333333
batteryedge.com,0.0
bcaonline.org,0.0
renoenvy.com,0.0
tivo.com,0.2
lifelock.com,0.0
watchindia.tv,0.0
phatperformanceparts.com,0.0
bogeypro.com,0.0
jojoelle.com,0.0
bernat.com,0.0
ggands.com,0.0
sltrib.com,0.0
mightyleaftea.com,0.0
phone.com,0.0
inkarcade.com,0.0
wix.com,0.375
duluxhost.com,0.0
elitecarseats.com,0.0
google.co.uk,0.0
brilliantearth.com,0.0
hobbytron.com,0.0
mobicity.com.au,0.5
monsterjanitorial.com,1.0
mindmotivations.com,0.5
inchbug.com,0.7142857142857143
greenmangaming.com,0.3333333333333333
coupons2grab.com,0.0
discountlabels.com,0.0
chineselaundry.com,0.0
hostblu.com,0.0
ftd.com,0.20689655172413793
laminationdepot.com,0.0
thechildrenswearoutlet.com,0.0
loveoffashion.com,0.0
pubsignshop.com,0.0
fantaisiekids.com,0.0
worldclassnutrition.com,0.0
crunch.com,0.0
justlenses.com,0.6666666666666666
direct.weeklygossips.blogspot.com,0.0
floralhomedecor.net,0.0
stonemountainhandbags.com,0.0
alaskadonjoses.com,0.0
fenwickfishing.com,0.0
noblecollection.com,0.6666666666666666
carolines.com,0.0
waldbaums.com,1.0
jrenee.com,0.0
hits.stuffedanimals.com,0.0
coffeewiz.com,0.14285714285714285
store.calvertschool.org,0.0
1-save-on-lens.com,0.0
adwords.google.co.uk,0.5
number1direct.com,0.0
harryanddadvid.com,0.0
sweetpeacardsgifts.etsy.com,0.0
kapinisecurity.com,1.0
southernseason.com,0.0
handbags.baghaus.com,0.0
manduka.com,1.0
thehistorychannel.com,0.0
shamrockz.com,0.0
jacksmagicbeanstalk.com,0.0
discover.com,0.0
lazyoaf.co.uk,0.0
mmo1st.com,0.0
readingeggs.com,0.0
shopthermos.com,0.0
mccallpattern.com,0.0
bakersgas.com,0.0
chicago.poggled.com,0.0
airtkt.com,0.0
candytwist.com,0.0
nbc.com,0.0
staplescustomprinting.com,0.0
worldofomega.com,0.0
gminsidenews.com,0.0
vistaprint.co.nz,0.0
jamesperse.com,0.5
redrockethobbies.com,0.0
worldweidner.com,1.0
lightingtheweb.com,0.0
toadsandtulips.com,0.0
asimplertime.com,0.5
gowin.com,0.0
wendys.com,0.18181818181818182
goeasyonline.com.au,0.0
bellagio.com,0.375
academic-softwares.com,0.0
www3.tivo.com,0.0
fullsizeposters.com,0.0
ikmultimedia.com,0.0
x-tremegeek.com,0.5
alamo.com,0.13043478260869565
spicy-lingerie-store.com,0.0
cric7.com,0.0
envelopemall.com,0.0
qualitytoys.com,1.0
uniblue.com,0.0
winkflash.com,0.75
thesimplestencil.com,0.0
fanniemae.com,0.0
hp.com,0.0
xtremecollection.net,0.0
alaskaair.com,0.1875
azaleasf.com,0.5
fluidsurfonline.com,0.0
zumaoffice.com,0.0
flirtyaprons.com,0.0
medifastdiet.com,0.0
vinabook.com,0.0
lilybellaboutique.com,0.0
glamourbeautycenter.com,0.0
gardenersedge.com,0.0
admitoneproducts.com,0.0
blogs.weeklygossips.blogspot.com,0.0
itunes.www.eliteqdecoration.com,0.0
stamps.com,0.2
yoyonation.com,0.0
fernknives.com,1.0
defshop.de,0.0
lalaboutique.com,0.0
parkrideflyusa.com,0.25
vitamix.com,0.14285714285714285
disneyworld.disney.xnxxcelb.blogspot.com,0.0
multiplayer.it,0.0
4team.biz,0.0
beforeudig.co.nz,0.0
beauty.com,0.0
kathyscurvycorner.com,1.0
inbloomflowers.com,0.0
savingdinner.com,0.0
expansys-usa.com,0.0
comlax.com,0.5
lubricants.elf.com,0.0
epson.com,0.45454545454545453
aviancuisine.com,0.0
templatemonster.com,0.3333333333333333
chemical-facial-peel.com,0.0
longaberger.com,0.0
nickandmilly.co.uk,0.0
shreveport.gowaiter.com,0.0
betterworldbooks.com,0.0
kcnation.com,1.0
austinspark.com,0.5
ikitchen.com,0.0
wallwords.com,0.0
mixedchicks.net,0.25
hinujewelry.com,0.0
caraudiodirect.co.uk,0.0
stores.shop.ebay.ca,0.0
ephedraoutlet.com,0.0
clubmonaco.com,0.0
gf.state.wy.us,0.0
perfectcostume.com,0.0
gascoals.net,0.0
freshtrends.com,1.0
dobbstireandauto.com,0.0
wineenthusiast.com,0.3333333333333333
hotwatersource.com,0.0
canter.net,0.0
birthdaymania.com,0.0
oldnavy.gapcanada.ca,0.0
optimumnutrition.com,0.0
netequestrian.com,0.0
artists-edge.com,0.0
gottreats.com,0.0
vegas.com,0.0
sites.fastspring.com,0.0
freemp3trial.com,0.0
kidsfashionbrokers.com,0.0
minecraft.net,0.0
bouyguestelecom.fr,0.0
tasteofhome.com,0.0
kvvet.com,0.3333333333333333
gooddeals18.com,1.0
jsflyfishing.com,0.0
curlfriends.com,0.0
cache-advance.com,0.0
quehoteles.com,0.0
mountainmikes.com,0.4
clifbarstore.com,0.0
bellamaterna.com,0.0
completelybare.com,0.0
greenwrapz.com,0.0
importperformance.com,0.0
xandria.com,1.0
newgg.com,0.0
greenherbcafe.com,0.0
healthybabieshappymoms.com,0.0
exitdesign.in,0.0
luxurysupplier.com,0.0
sophiasstyle.com,0.0
wrapwithus.com,0.4
runningexpo.com,0.25
itunes.ingateros.com,0.0
smartcover.com,0.3333333333333333
secure.ultracart.com,0.0
philstockworld.com,0.0
landmarkonthenet.com,0.5
havaianasus.com,0.0
huntingtontheatre.org,0.0
skiset.com,0.0
lushlyfe.com,0.0
glensoutdoors.com,1.0
bookstore.mayoclinic.com,1.0
palomasnest.com,0.0
sandisk.com,0.0
devon-technologies.com,0.0
guruu.tk.ph,0.0
hack-tech.com,0.0
onlygloves.com,0.0
gastricgold.com,0.0
oempl.us,0.0
myredpacket.co.uk,0.0
iwebfusion.net,0.0
moosegal.com,0.0
15ab7bqcoo79d018f95ajkm80c.hop.clickbank.net,0.0
matchesfashion.com,0.0
gay.com,0.0
tenthousandvillages.com,0.0
belkaidesigns.com,0.0
happynotesandmore.net,0.0
chickaboom.ca,0.0
cityministrollers.com,0.0
ogplanet.com,0.0
wingsoverhouston.com,0.5
mythtvnews.com,0.0
listingdomains.com,0.0
footwearetc.com,1.0
lens2see.com,0.0
carscover.com,0.0
loverslane.com,0.0
dynamicframes.com,1.0
temno.etsy.com,0.0
formykidsonline.com,0.0
snacktaxi.com,0.0
rochebros.com,0.5
nt-toolshop.com,1.0
compuplus.com,0.3333333333333333
garage.ca,0.0
yourslimvision.com,0.0
litter-robot.com,0.0
hbu.edu,0.0
leatherup.com,0.2857142857142857
internationalwig.com,0.0
georgakopoulos.org,0.0
myaccount.www.youtube.com,0.0
slapwatch.com,0.0
littlepamperedpets.com,1.0
planetadventurerace.com,0.0
ufc.com,0.0
nexon.net,0.0
franklinmint.com,0.0
thelittleappfactory.com,0.5
nijacops.com,0.0
bagsandbowsonline.com,0.0
outlet.altrec.com,0.0
ensureco.com,0.0
manhunt.net,0.0
justknives101.com,0.0
devconnections.com,0.0
divinecasuals.com,0.0
e-renter.com,0.0
shoptits.com,0.0
daddiesboardshop.com,0.16666666666666666
24hourwristband.com,0.25
livejasmin.com,0.0
exusb.com,0.0
brightroom.com,0.0
dfsdirectsales.com,0.0
newquitsmoking.info,0.0
figleafs.comdexes,1.0
blambot.com,0.0
batteryjunction.com,0.0
madberries.com,0.0
lolshirts.com,0.0
strivectin.com,0.0
ramseyoutdoor.com,0.6666666666666666
10minuteblogpost.com,0.0
itunes.www.urolexwatches.com,0.0
timberland.com,0.23076923076923078
beyond-bedding.com,0.0
lubestop.com,0.0
j.jill,0.0
fee-corsetee.com,0.0
exquisitegiftsonline.com,0.0
purseboutique.com,0.0
windsorstore.com,0.5
lisakirkdesigns.com,0.0
fullsource.com,1.0
trulymom.com,0.0
lhboutique.com,0.0
paper-source.com,0.0
tennisplanet.nl,0.0
forsmallhands.com,0.0
monpetitenfant.com,1.0
skagen.com,0.3333333333333333
coffeepeople.com,0.0
designious.com,0.0
papermart.com,0.4
360tuners.com,0.0
laptoptraveller.com,0.0
iwanttobeamusicvideodirector.com,0.0
levenger.com,0.25
thatmlmbeat.com,0.0
everythingbirdie.com,0.0
inhabit.com,0.0
lamadesigns.com,0.0
perrinperformance.com,0.0
ddo.com,0.0
roaste.com,0.0
wreckingbalm.com,0.5
shaka.net,1.0
6sigma.us,0.0
getsmartfish.com,0.0
freedvddepot.com,0.0
misook.com,0.0
entirelypets.com,0.4
famsf.org,0.0
designed2bsweet.com,0.0
stlcardinals.com,0.0
bcbg.com,0.3333333333333333
theblackkeys.com,0.0
worldofpowersports.com,0.0
skreened.com,0.0
laceheaven.com,0.0
tirebuyer.com,0.3333333333333333
finandroe.com,0.0
buyz.com,1.0
listbase.co.uk,0.0
cicispizza.com,0.17857142857142858
electrosport.com,0.0
welovecolors.com,0.0
golfusamanhattan.com,0.0
velogear.com,0.0
directlabs.com,0.2
simplyelectronics.net,0.0
eucalyptusstonewareshopping.com,0.0
nimbuzz.com,0.6666666666666666
hucknroll.com,1.0
skateboardwarehouse.com,0.0
blazingglass.com,0.0
speeddater.co.uk,0.0
heliproz.com,0.0
wickedlychic.com,0.0
ezaccessory.com,0.0
thehut.com,0.5
gordonsjewelers.com,0.0
taxcut.com,0.0
3wishes.com,0.0
mygirldress.com,0.0
gbssinc.com,1.0
cottageinn.com,1.0
simplehuman.com,0.2222222222222222
aproductionlocation.com,0.0
bigfishgames.com,0.3333333333333333
salemfordhyundai.com,0.0
proaudiosuperstore.com,0.0
carmellimo.com,0.3333333333333333
darinsouza.com,0.0
inktastic.com,0.0
russellstover.com,0.0
cocoatech.com,0.0
dailyvita.com,0.0
bluebeeprinting.com,0.0
carcaremegastore.com,0.0
gifts.personalcreations.com,0.0
designing-diva.com,0.0
dnepropetrovsk.bronestal.info.au,0.0
justmultiples.com,0.0
cbs.seenon.com,0.0
christmastreeshops.com,0.0
nikedunksale.com,0.0
sexydeesadultdepot.com,0.0
clear.com,0.5714285714285714
hermitagelighting.com,0.0
vmware.com,0.42105263157894735
bicyclepersonalizedcards.com,0.0
evesorchard.co.uk,1.0
ataglance.com,0.0
microjendeals.com,0.0
ifloortape.com,0.0
hunterhalls.com,0.0
inkjetsuperstore.com,0.2
admiralroad.com,1.0
eharmony.com,0.46153846153846156
naturalbathessentials.com,1.0
trenditikes.com,0.0
eastsidehosting.com,0.0
1800packrat.com,0.5714285714285714
basbleu.com,0.0
gothamcityonline.com,0.3333333333333333
nationalbusinessfurniture.com,0.0
dropship.ordershipping.com,1.0
centurymartialarts.com,0.0
doglounges.com,0.0
bedandbathoutlet.com,0.0
csunhockey.com,0.0
momsview.com,0.0
americanmusical.com,0.0
shirtspace.com,0.0
morninggloryus.com,0.0
inboxsoftware.co.uk,0.0
silkscreeningsupplies.com,0.25
teachingsupplystore.com,0.0
experian-cheetahmail.fr,0.0
backblaze.com,0.0
fuelupforfree.com,0.0
aircanada.com,0.22727272727272727
appareladdiction.com,0.0
mybumblebaby.com,0.0
personalcreations.com,0.42857142857142855
fragrancesandcosmetics.com.au,0.0
borics.com,0.0
skateparkoftampa.com,1.0
noblepack.com,1.0
bookrabbit.com,0.0
davekny.com,0.0
moviequickie.com,1.0
bodymedia.com,1.0
moxsie.com,0.0
woombie.com,1.0
newmodeus.com,0.0
jdate.com,0.5
halfpriceshows.com,0.0
rnrmarathon.com,0.0
giftcompass.co.uk,0.0
lyricsgang.com,0.0
gsmr.com,0.0
all-laundry.com,0.0
braves.com,0.0
birdsnest.com.au,0.0
eyeglasses.go-optic.com,0.0
davincigourmet.com,0.3333333333333333
jackinthebox.com,0.25
inkjet.com,0.0
goldminecollection.com,0.0
ovh.ie,1.0
lakeside.com,0.4716981132075472
revolveclothing.com,0.5
linksys.com,0.0
ewatches.com,1.0
girlsliketoys.com,0.0
dimaggiospizza.com,0.0
mycandyeyes.com,0.0
sandiegozoo.org,0.16666666666666666
justflight.com,1.0
playmusic123.com,0.0
pinkice.com,0.0
opus-art.com,0.0
fabrikade.sg,0.0
olay.com,0.25
mrwash.com,0.0
allinclusiveoutlet.com,0.5
buytopdietpills.com,0.0
fancyparties.com,0.0
iamshaman.com,0.75
goldspot.com,0.0
domainsextreme.com,0.0
beallstx.com,0.3333333333333333
avatar-gallery.ru,0.0
miamilxlimo.com,1.0
store.taylorswift.com,0.0
interislander.co.nz,0.0
normthompson.com,0.5
southpointcasino.com,0.3333333333333333
premiumpostcard.com,0.0
kryptonbulbs.com,0.0
jobsbyfax.com,0.0
medicalartspress.com,0.0
bonitaarts.net,0.0
beltronics.com,0.0
pacificaperfume.com,0.0
memorymaniac.com,0.0
dancingdeer.com,1.0
miracemunchkis.com,0.0
chicos.com,0.45454545454545453
royaltywigs.com,0.0
renaissanceedenroc.com,0.0
interfacebeauty.com,0.0
embellishonline.com,0.0
artoffoxvox.com,0.0
motherearthandbaby.com,0.0
direct.youtube.com,0.0
bahamabreeze.com,0.0
aeropostal.com,0.3333333333333333
bike.com,0.0
gumball.com,0.0
reverse-reverse.com,0.5
alfa-event.com,0.0
bedbathandbeyond.com,0.2727272727272727
duanereade.com,0.0
gaspedal.com,0.0
amazon.co.uk,0.0
chicagoairbrushsupply.com,0.0
mahardrygood.com,0.0
prophotoblogs.com,1.0
faithwearfashions.com,0.0
drivebudget.com,1.0
montereybayaquarium.org,0.0
m1.dk,0.0
wholesalegirls.com,1.0
ohdeershoes.com,0.0
mindplace.com,0.0
betterworldbooks.co.uk,0.0
awdirect.com,0.0
redhotpie.com,0.0
century21award.com,0.0
mos.org,0.0
casciointerstatemusic.com,0.0
east-tec.com,0.0
usalighters.com,0.0
geniusride.com,0.0
speedysigns.com,0.0
finebuddy.com,0.0
crateandbarrel.ca,1.0
headphone.com,0.0
dinakaran.com,0.0
erincondren.com,0.6666666666666666
bk.com,0.2
mypleasure.com,0.0
dormcraze.com,1.0
zgallerie.com,0.42857142857142855
shoeocean.com,0.14285714285714285
stikkitnow.com,0.0
vintagesuitsbymary.com,0.0
typicaldutchstuff.com,0.3333333333333333
atafa.com,0.0
liquidhcgdiet.com,0.0
bergsskishop.com,0.0
karmalooop.com,1.0
kegfun.com,0.0
visitdirectair.com,0.0
langstons.com,0.0
musiciansbuy.com,0.0
shadesaver.com,0.0
solsticesunglasses.com,0.0
freegamesbuzz.com,0.0
theworkathomewoman.com,0.0
hannaandersson.com,0.20833333333333334
watchuseek.com,0.0
freeshopping.com,0.0
smartbargains.com,0.0
tulipshe.com,0.0
filtershopper.com,0.0
tcby.com,0.0
gardenpartytea.com,0.0
inweaevfabric.com,0.0
sagamorelobster.com,0.0
internetwines.com,0.5
fakenamegenerator.com,0.0
grharley.com,0.0
igs.com,0.0
megaupload.com,0.0
myaccount.www.eliteqdecoration.com,0.0
halloweenhorrornights.com,0.18867924528301888
designerchecks.com,0.4
totalhockey.net,0.0
tauchschule-nemo.de,0.0
coopersafety.com,0.0
mymemory.co.uk,0.0
luxyhair.com,0.0
kidgap.com,0.0
jbrandjeans.com,0.0
